model,chain,step,phase,loss,base_checkpoint_loss,delta_from_checkpoint,delta_norm_pct
ravel,2,150,sample,1.5633815675973892,1.5622173845767975,0.0011641830205917358,1.1244825635907723
ravel,2,160,sample,1.5634587854146957,1.5622173845767975,0.0012414008378982544,1.1609238428954811
ravel,2,170,sample,1.5630947351455688,1.5622173845767975,0.0008773505687713623,1.195887181016882
ravel,2,180,sample,1.5631446093320847,1.5622173845767975,0.0009272247552871704,1.2314402174295167
ravel,2,190,sample,1.5629818439483643,1.5622173845767975,0.0007644593715667725,1.2653031910557109
ravel,2,200,sample,1.5632602274417877,1.5622173845767975,0.0010428428649902344,1.2979395326756442
ravel,2,210,sample,1.562784656882286,1.5622173845767975,0.0005672723054885864,1.3309401303651016
ravel,2,220,sample,1.5627552568912506,1.5622173845767975,0.000537872314453125,1.3615268266152927
ravel,2,230,sample,1.5627268999814987,1.5622173845767975,0.0005095154047012329,1.3916844474718093
ravel,2,240,sample,1.562919020652771,1.5622173845767975,0.0007016360759735107,1.4213097272008797
ravel,2,250,sample,1.5633364170789719,1.5622173845767975,0.0011190325021743774,1.4505877099025593
ravel,2,260,sample,1.5632999241352081,1.5622173845767975,0.0010825395584106445,1.4796335685855706
attention,0,10,burn,2.248319685459137,2.2481478452682495,0.00017184019088745117,0.34252038652259276
attention,0,20,burn,2.248454838991165,2.2481478452682495,0.0003069937229156494,0.4840923009887437
attention,0,30,burn,2.2485973238945007,2.2481478452682495,0.0004494786262512207,0.5934874192151172
attention,0,40,burn,2.248628318309784,2.2481478452682495,0.00048047304153442383,0.685829457910913
attention,0,50,burn,2.248553216457367,2.2481478452682495,0.00040537118911743164,0.7661742928256741
attention,0,60,burn,2.248627007007599,2.2481478452682495,0.00047916173934936523,0.8393896992659843
attention,0,70,burn,2.2485978603363037,2.2481478452682495,0.0004500150680541992,0.9049640564607169
attention,0,80,burn,2.2486488819122314,2.2481478452682495,0.0005010366439819336,0.9679215957458632
attention,0,90,burn,2.2485415041446686,2.2481478452682495,0.0003936588764190674,1.0272169879938011
attention,0,100,burn,2.248461276292801,2.2481478452682495,0.0003134310245513916,1.0838387354808519
attention,0,110,sample,2.248543858528137,2.2481478452682495,0.0003960132598876953,1.1355899670655574
attention,0,120,sample,2.249034494161606,2.2481478452682495,0.0008866488933563232,1.1860376359799565
attention,0,130,sample,2.2491413950920105,2.2481478452682495,0.0009935498237609863,1.2347434716702799
attention,0,140,sample,2.248927056789398,2.2481478452682495,0.0007792115211486816,1.2821012072962956
attention,0,150,sample,2.248880624771118,2.2481478452682495,0.0007327795028686523,1.3259363796075536
attention,0,160,sample,2.2489271759986877,2.2481478452682495,0.0007793307304382324,1.371118021524109
attention,0,170,sample,2.249281018972397,2.2481478452682495,0.0011331737041473389,1.4134017904195075
attention,0,180,sample,2.249094992876053,2.2481478452682495,0.0009471476078033447,1.454005044618583
attention,0,190,sample,2.2494439482688904,2.2481478452682495,0.0012961030006408691,1.4942289758654563
attention,0,200,sample,2.249378263950348,2.2481478452682495,0.0012304186820983887,1.533457529748774
attention,0,210,sample,2.249467521905899,2.2481478452682495,0.0013196766376495361,1.5708346796289585
attention,0,220,sample,2.2493737936019897,2.2481478452682495,0.0012259483337402344,1.6075640719902133
attention,0,230,sample,2.249267667531967,2.2481478452682495,0.0011198222637176514,1.643336873385718
attention,0,240,sample,2.2492176592350006,2.2481478452682495,0.0010698139667510986,1.6802076583592407
attention,0,250,sample,2.2490683794021606,2.2481478452682495,0.0009205341339111328,1.7158567842207384
attention,0,260,sample,2.2490570843219757,2.2481478452682495,0.0009092390537261963,1.7498973367920572
attention,1,10,burn,2.2481234073638916,2.2481478452682495,-2.4437904357910156e-05,0.34343057896188833
attention,1,20,burn,2.2481862604618073,2.2481478452682495,3.841519355773926e-05,0.48471403045236305
attention,1,30,burn,2.2481405436992645,2.2481478452682495,-7.3015689849853516e-06,0.5916888237192544
attention,1,40,burn,2.247575730085373,2.2481478452682495,-0.0005721151828765869,0.6850329400973727
attention,1,50,burn,2.2474781274795532,2.2481478452682495,-0.0006697177886962891,0.7664456982037349
attention,1,60,burn,2.247668504714966,2.2481478452682495,-0.0004793405532836914,0.839277438218569
attention,1,70,burn,2.247556746006012,2.2481478452682495,-0.0005910992622375488,0.9046855181301278
attention,1,80,burn,2.2474184334278107,2.2481478452682495,-0.0007294118404388428,0.968148293828515
attention,1,90,burn,2.247461885213852,2.2481478452682495,-0.000685960054397583,1.0255127458141897
attention,1,100,burn,2.2473651468753815,2.2481478452682495,-0.000782698392868042,1.0806040130773429
attention,1,110,sample,2.247639775276184,2.2481478452682495,-0.0005080699920654297,1.1329830479760377
attention,1,120,sample,2.2478378117084503,2.2481478452682495,-0.00031003355979919434,1.1839005751369969
attention,1,130,sample,2.2481359243392944,2.2481478452682495,-1.1920928955078125e-05,1.2319615834946152
attention,1,140,sample,2.248421549797058,2.2481478452682495,0.00027370452880859375,1.2780867970053127
attention,1,150,sample,2.248214602470398,2.2481478452682495,6.67572021484375e-05,1.322939839717506
attention,1,160,sample,2.248315989971161,2.2481478452682495,0.00016814470291137695,1.3672670957183863
attention,1,170,sample,2.248487502336502,2.2481478452682495,0.0003396570682525635,1.4086523091462124
attention,1,180,sample,2.247935503721237,2.2481478452682495,-0.0002123415470123291,1.4497481959678218
attention,1,190,sample,2.247960090637207,2.2481478452682495,-0.00018775463104248047,1.4889040885600324
attention,1,200,sample,2.247823178768158,2.2481478452682495,-0.00032466650009155273,1.5286326911987225
attention,1,210,sample,2.24808469414711,2.2481478452682495,-6.315112113952637e-05,1.5672113175593267
attention,1,220,sample,2.2482410073280334,2.2481478452682495,9.316205978393555e-05,1.6051616132639224
attention,1,230,sample,2.2480874359607697,2.2481478452682495,-6.04093074798584e-05,1.6421455792349735
attention,1,240,sample,2.248124122619629,2.2481478452682495,-2.372264862060547e-05,1.6789586650527695
attention,1,250,sample,2.2480558156967163,2.2481478452682495,-9.202957153320312e-05,1.71477912620803
attention,1,260,sample,2.2477460503578186,2.2481478452682495,-0.0004017949104309082,1.7495230615820982
attention,2,10,burn,2.248107671737671,2.2481478452682495,-4.017353057861328e-05,0.3428530537268689
attention,2,20,burn,2.2481722831726074,2.2481478452682495,2.4437904357910156e-05,0.4860634977045708
attention,2,30,burn,2.2485966086387634,2.2481478452682495,0.000448763370513916,0.5953713144128137
attention,2,40,burn,2.2484200596809387,2.2481478452682495,0.000272214412689209,0.6879118341236312
attention,2,50,burn,2.248385429382324,2.2481478452682495,0.00023758411407470703,0.7689746300030865
attention,2,60,burn,2.2482366263866425,2.2481478452682495,8.878111839294434e-05,0.8407659852669207
attention,2,70,burn,2.2483382523059845,2.2481478452682495,0.00019040703773498535,0.9068998590910686
attention,2,80,burn,2.2483509480953217,2.2481478452682495,0.00020310282707214355,0.9677542357338126
attention,2,90,burn,2.2479721307754517,2.2481478452682495,-0.00017571449279785156,1.027061333604718
attention,2,100,burn,2.2478999197483063,2.2481478452682495,-0.0002479255199432373,1.0841725213524174
attention,2,110,sample,2.247547835111618,2.2481478452682495,-0.0006000101566314697,1.1366720829006962
attention,2,120,sample,2.24744188785553,2.2481478452682495,-0.0007059574127197266,1.1858955076195696
attention,2,130,sample,2.2480033934116364,2.2481478452682495,-0.00014445185661315918,1.2343247816374514
attention,2,140,sample,2.247520089149475,2.2481478452682495,-0.0006277561187744141,1.2806432569395072
attention,2,150,sample,2.2471147179603577,2.2481478452682495,-0.0010331273078918457,1.3270108580168245
attention,2,160,sample,2.2472036480903625,2.2481478452682495,-0.0009441971778869629,1.3706960648802475
attention,2,170,sample,2.247231811285019,2.2481478452682495,-0.0009160339832305908,1.4132726052115885
attention,2,180,sample,2.2470971047878265,2.2481478452682495,-0.0010507404804229736,1.452865462253937
attention,2,190,sample,2.247042715549469,2.2481478452682495,-0.0011051297187805176,1.4924039247373986
attention,2,200,sample,2.2475831508636475,2.2481478452682495,-0.0005646944046020508,1.5322293045938156
attention,2,210,sample,2.2474505603313446,2.2481478452682495,-0.0006972849369049072,1.5702425953363617
attention,2,220,sample,2.24716317653656,2.2481478452682495,-0.0009846687316894531,1.6067205683783512
attention,2,230,sample,2.247026264667511,2.2481478452682495,-0.0011215806007385254,1.642671910845225
attention,2,240,sample,2.2469381392002106,2.2481478452682495,-0.0012097060680389404,1.6780219495313546
attention,2,250,sample,2.246639221906662,2.2481478452682495,-0.0015086233615875244,1.712423862322416
attention,2,260,sample,2.2463143169879913,2.2481478452682495,-0.0018335282802581787,1.7445842350148753
